h_mean,mask_meanb,mask_meany
25.426010131835938,0.178985595703125,147.4958038330078
33.8251953125,0.01,149.93934631347656
30.660873413085938,0.01,149.48020935058594
25.72021484375,0.2684783935546875,180.81825256347656
30.86541748046875,1.2490081787109375,202.6856231689453
28.164413452148438,0.01,152.13775634765625
26.575698852539062,0.0311279296875,182.93495178222656
29.4842529296875,2.918243408203125,216.9927978515625
26.547714233398438,0.988311767578125,187.07496643066406
24.778778076171875,0.038909912109375,146.41021728515625
22.467056274414062,0.038909912109375,135.07965087890625
29.40118408203125,3.120574951171875,222.35069274902344
25.482086181640625,0.0739288330078125,172.82615661621094
30.301071166992188,0.01,150.223388671875
27.569686889648438,0.0038909912109375,138.37142944335938
31.590087890625,0.38909912109375,146.27792358398438
30.912124633789062,1.4669036865234375,202.642822265625
24.870025634765625,0.2490234375,162.19207763671875
29.716033935546875,0.01,153.0132293701172
30.12762451171875,0.01,152.10662841796875
24.620391845703125,0.0894927978515625,150.63583374023438
27.05938720703125,0.101165771484375,169.24644470214844
27.71917724609375,0.01556396484375,163.4722137451172
26.989669799804688,0.101165771484375,140.89279174804688
26.298553466796875,0.0933837890625,189.58465576171875
27.8743896484375,0.01,108.3563232421875
26.679611206054688,0.599212646484375,181.1217498779297
24.381454467773438,0.101165771484375,155.2349853515625
24.765472412109375,0.01,162.44110107421875
28.38812255859375,3.1322479248046875,192.7869415283203
30.848037719726562,0.01,144.86549377441406
24.63067626953125,0.04669189453125,161.45278930664062
24.2222900390625,0.210113525390625,153.72528076171875
31.498260498046875,0.365753173828125,140.9783935546875
30.591110229492188,0.01,161.88858032226562
31.646331787109375,0.01,155.75637817382812
31.246414184570312,0.0194549560546875,158.5462188720703
25.392654418945312,0.01,170.91957092285156
24.7113037109375,0.132293701171875,156.03652954101562
31.287445068359375,0.01,150.6085968017578
23.911849975585938,0.0038909912109375,159.99755859375
34.29475402832031,0.910491943359375,134.73724365234375
26.553573608398438,0.7976531982421875,179.19570922851562
29.591659545898438,3.2567596435546875,224.2961883544922
25.282943725585938,0.1984405517578125,173.4253692626953
31.193084716796875,0.01,162.48390197753906
26.65753173828125,0.0894927978515625,170.88844299316406
23.230941772460938,0.0505828857421875,143.4686279296875
31.82080078125,0.01,151.1260986328125
26.31109619140625,0.7470703125,188.448486328125
30.250991821289062,0.01,144.39857482910156
28.591400146484375,0.01,159.72129821777344
28.34033203125,0.1984405517578125,164.2815399169922
31.125152587890625,0.01,156.0948944091797
25.781219482421875,0.0972747802734375,139.13406372070312
26.145431518554688,0.062255859375,187.0983123779297
25.686553955078125,0.0661468505859375,170.767822265625
28.64654541015625,1.4513397216796875,193.3550262451172
30.752731323242188,0.01,162.29713439941406
31.592758178710938,0.01,157.67852783203125
24.706222534179688,0.01,157.55401611328125
27.119522094726562,0.01,156.68243408203125
28.494232177734375,0.0194549560546875,149.05609130859375
31.559616088867188,0.01,158.87306213378906
25.686660766601562,0.0739288330078125,189.82200622558594
24.950820922851562,0.147857666015625,156.6046142578125
32.21246337890625,1.556396484375,221.41685485839844
30.434295654296875,1.5447235107421875,205.03578186035156
29.675674438476562,0.0116729736328125,141.60873413085938
25.883956909179688,0.1050567626953125,141.92001342773438
28.913848876953125,0.116729736328125,154.29336547851562
30.023681640625,1.47857666015625,206.68167114257812
26.849807739257812,0.7743072509765625,175.46424865722656
27.421966552734375,1.1634063720703125,165.51109313964844
32.11424255371094,1.63421630859375,211.5026092529297
33.53564453125,0.132293701171875,127.76458740234375
32.34980773925781,0.01,160.41000366210938
26.9674072265625,0.9649658203125,167.7484130859375
29.558807373046875,0.0038909912109375,145.09506225585938
25.788162231445312,0.1556396484375,138.5387420654297
25.440322875976562,0.062255859375,147.41409301757812
29.205673217773438,2.5096893310546875,209.49485778808594
30.740966796875,0.062255859375,149.96658325195312
30.399276733398438,0.01,155.39840698242188
29.7735595703125,0.0038909912109375,155.81863403320312
29.810379028320312,0.01,148.83041381835938
24.8704833984375,0.0194549560546875,137.67494201660156
26.544143676757812,0.085601806640625,172.7405548095703
26.20458984375,0.17120361328125,144.5775604248047
29.065139770507812,0.0038909912109375,156.9353485107422
37.21434020996094,0.1750946044921875,124.21989440917969
29.854751586914062,3.4552001953125,215.96168518066406
23.447494506835938,0.0661468505859375,145.55030822753906
25.533645629882812,0.0272369384765625,152.3712158203125
